event_id,trip_id,timestamp,event_type,event_value,severity_level,phone_interaction_type
EVT-TRIP-dea-3,TRIP-deaa75-1,2025-09-11 16:37:58,HARD_BRAKE,0.88,2,APP
EVT-TRIP-dea-4,TRIP-deaa75-1,2025-09-11 16:38:08,SPEEDING,0.72,4,CALL
EVT-TRIP-dea-0,TRIP-deaa75-2,2025-09-11 16:37:28,HARD_BRAKE,1.39,5,TEXT
EVT-TRIP-dea-1,TRIP-deaa75-2,2025-09-11 16:37:38,SPEEDING,0.55,1,TEXT
EVT-TRIP-03d-0,TRIP-03db2b-0,2025-09-11 16:37:28,HARD_BRAKE,0.92,3,CALL
EVT-TRIP-03d-1,TRIP-03db2b-0,2025-09-11 16:37:38,HARD_BRAKE,0.9,5,CALL
EVT-TRIP-03d-2,TRIP-03db2b-0,2025-09-11 16:37:48,HARD_BRAKE,0.66,4,TEXT
EVT-TRIP-03d-3,TRIP-03db2b-0,2025-09-11 16:37:58,HARD_BRAKE,1.07,5,CALL
EVT-TRIP-03d-0,TRIP-03db2b-1,2025-09-11 16:37:28,SPEEDING,0.55,3,TEXT
EVT-TRIP-03d-1,TRIP-03db2b-1,2025-09-11 16:37:38,DISTRACTION,1.22,5,CALL
EVT-TRIP-03d-2,TRIP-03db2b-1,2025-09-11 16:37:48,HARD_BRAKE,0.93,2,CALL
EVT-TRIP-03d-3,TRIP-03db2b-1,2025-09-11 16:37:58,DISTRACTION,0.84,3,CALL
EVT-TRIP-03d-0,TRIP-03db2b-2,2025-09-11 16:37:28,DISTRACTION,0.61,4,TEXT
EVT-TRIP-03d-1,TRIP-03db2b-2,2025-09-11 16:37:38,DISTRACTION,0.86,1,NONE
EVT-TRIP-03d-2,TRIP-03db2b-2,2025-09-11 16:37:48,HARD_BRAKE,0.66,1,NONE
EVT-TRIP-03d-3,TRIP-03db2b-2,2025-09-11 16:37:58,HARD_BRAKE,1.13,2,APP
EVT-TRIP-e7b-0,TRIP-e7b956-0,2025-09-11 16:37:28,HARD_BRAKE,1.09,5,CALL
EVT-TRIP-e7b-1,TRIP-e7b956-0,2025-09-11 16:37:38,DISTRACTION,1.37,2,CALL
EVT-TRIP-e7b-0,TRIP-e7b956-1,2025-09-11 16:37:28,SPEEDING,1.45,1,APP
EVT-TRIP-e7b-1,TRIP-e7b956-1,2025-09-11 16:37:38,SPEEDING,1.11,1,CALL
EVT-TRIP-e7b-2,TRIP-e7b956-1,2025-09-11 16:37:48,HARD_BRAKE,0.81,5,APP
EVT-TRIP-e7b-3,TRIP-e7b956-1,2025-09-11 16:37:58,SPEEDING,1.33,1,APP
EVT-TRIP-e7b-0,TRIP-e7b956-2,2025-09-11 16:37:28,DISTRACTION,0.85,2,NONE
EVT-TRIP-e7b-1,TRIP-e7b956-2,2025-09-11 16:37:38,DISTRACTION,0.84,4,TEXT
EVT-TRIP-24f-0,TRIP-24f482-0,2025-09-11 16:37:28,SPEEDING,1.46,2,TEXT
EVT-TRIP-24f-1,TRIP-24f482-0,2025-09-11 16:37:38,DISTRACTION,0.53,1,CALL
EVT-TRIP-24f-0,TRIP-24f482-1,2025-09-11 16:37:28,HARD_BRAKE,0.69,5,TEXT
EVT-TRIP-24f-1,TRIP-24f482-1,2025-09-11 16:37:38,DISTRACTION,1.46,1,NONE
EVT-TRIP-24f-2,TRIP-24f482-1,2025-09-11 16:37:48,DISTRACTION,0.96,2,CALL
EVT-TRIP-24f-3,TRIP-24f482-1,2025-09-11 16:37:58,SPEEDING,1.12,4,CALL
EVT-TRIP-24f-0,TRIP-24f482-2,2025-09-11 16:37:28,SPEEDING,0.64,1,CALL
EVT-TRIP-24f-1,TRIP-24f482-2,2025-09-11 16:37:38,HARD_BRAKE,0.94,5,TEXT
EVT-TRIP-c22-0,TRIP-c22d84-0,2025-09-11 16:37:28,DISTRACTION,0.51,4,NONE
EVT-TRIP-c22-1,TRIP-c22d84-0,2025-09-11 16:37:38,DISTRACTION,1.26,2,NONE
EVT-TRIP-c22-2,TRIP-c22d84-0,2025-09-11 16:37:48,SPEEDING,1.43,3,TEXT
EVT-TRIP-c22-3,TRIP-c22d84-0,2025-09-11 16:37:58,DISTRACTION,1.42,1,NONE
EVT-TRIP-c22-0,TRIP-c22d84-1,2025-09-11 16:37:28,SPEEDING,1.43,2,NONE
EVT-TRIP-c22-1,TRIP-c22d84-1,2025-09-11 16:37:38,SPEEDING,0.97,1,TEXT
EVT-TRIP-c22-2,TRIP-c22d84-1,2025-09-11 16:37:48,SPEEDING,1.21,3,CALL
EVT-TRIP-c22-3,TRIP-c22d84-1,2025-09-11 16:37:58,DISTRACTION,1.41,3,NONE
EVT-TRIP-c22-4,TRIP-c22d84-1,2025-09-11 16:38:08,SPEEDING,1.5,4,NONE
EVT-TRIP-c22-0,TRIP-c22d84-2,2025-09-11 16:37:28,DISTRACTION,1.32,3,CALL
EVT-TRIP-c22-1,TRIP-c22d84-2,2025-09-11 16:37:38,SPEEDING,0.93,4,APP
EVT-TRIP-c22-2,TRIP-c22d84-2,2025-09-11 16:37:48,HARD_BRAKE,0.77,5,APP
EVT-TRIP-c22-3,TRIP-c22d84-2,2025-09-11 16:37:58,DISTRACTION,0.61,3,NONE
EVT-TRIP-ba2-0,TRIP-ba2a63-0,2025-09-11 16:37:28,DISTRACTION,1.42,2,TEXT
EVT-TRIP-ba2-1,TRIP-ba2a63-0,2025-09-11 16:37:38,HARD_BRAKE,1.08,1,CALL
EVT-TRIP-ba2-2,TRIP-ba2a63-0,2025-09-11 16:37:48,DISTRACTION,0.64,2,TEXT
EVT-TRIP-ba2-0,TRIP-ba2a63-1,2025-09-11 16:37:28,SPEEDING,0.93,5,APP
EVT-TRIP-ba2-1,TRIP-ba2a63-1,2025-09-11 16:37:38,DISTRACTION,0.93,1,CALL
EVT-TRIP-ba2-0,TRIP-ba2a63-2,2025-09-11 16:37:28,SPEEDING,1.28,3,NONE
EVT-TRIP-ba2-1,TRIP-ba2a63-2,2025-09-11 16:37:38,SPEEDING,0.94,4,NONE
EVT-TRIP-ba2-2,TRIP-ba2a63-2,2025-09-11 16:37:48,HARD_BRAKE,0.73,5,APP
EVT-TRIP-ba2-3,TRIP-ba2a63-2,2025-09-11 16:37:58,DISTRACTION,1.05,4,NONE
EVT-TRIP-ba2-4,TRIP-ba2a63-2,2025-09-11 16:38:08,SPEEDING,1.09,1,CALL
EVT-TRIP-32d-0,TRIP-32da54-0,2025-09-11 16:37:28,SPEEDING,0.84,3,APP
EVT-TRIP-32d-1,TRIP-32da54-0,2025-09-11 16:37:38,DISTRACTION,1.22,5,NONE
EVT-TRIP-32d-2,TRIP-32da54-0,2025-09-11 16:37:48,DISTRACTION,1.33,2,NONE
EVT-TRIP-32d-3,TRIP-32da54-0,2025-09-11 16:37:58,SPEEDING,0.7,2,APP
EVT-TRIP-32d-0,TRIP-32da54-1,2025-09-11 16:37:28,SPEEDING,1.0,5,APP
EVT-TRIP-32d-1,TRIP-32da54-1,2025-09-11 16:37:38,SPEEDING,0.96,5,CALL
EVT-TRIP-32d-2,TRIP-32da54-1,2025-09-11 16:37:48,DISTRACTION,1.28,5,TEXT
EVT-TRIP-32d-3,TRIP-32da54-1,2025-09-11 16:37:58,SPEEDING,1.46,5,APP
EVT-TRIP-32d-4,TRIP-32da54-1,2025-09-11 16:38:08,SPEEDING,0.54,2,CALL
EVT-TRIP-32d-0,TRIP-32da54-2,2025-09-11 16:37:28,SPEEDING,1.46,2,TEXT
EVT-TRIP-32d-1,TRIP-32da54-2,2025-09-11 16:37:38,HARD_BRAKE,1.18,5,CALL
EVT-TRIP-caf-0,TRIP-caf617-0,2025-09-11 16:37:28,SPEEDING,1.34,2,NONE
EVT-TRIP-caf-1,TRIP-caf617-0,2025-09-11 16:37:38,HARD_BRAKE,0.54,2,TEXT
EVT-TRIP-caf-2,TRIP-caf617-0,2025-09-11 16:37:48,DISTRACTION,0.75,4,CALL
EVT-TRIP-caf-3,TRIP-caf617-0,2025-09-11 16:37:58,HARD_BRAKE,1.07,1,CALL
EVT-TRIP-caf-0,TRIP-caf617-1,2025-09-11 16:37:28,DISTRACTION,1.24,4,TEXT
EVT-TRIP-caf-1,TRIP-caf617-1,2025-09-11 16:37:38,SPEEDING,1.23,3,APP
EVT-TRIP-caf-2,TRIP-caf617-1,2025-09-11 16:37:48,SPEEDING,0.98,3,APP
EVT-TRIP-caf-3,TRIP-caf617-1,2025-09-11 16:37:58,SPEEDING,1.24,5,TEXT
EVT-TRIP-caf-4,TRIP-caf617-1,2025-09-11 16:38:08,HARD_BRAKE,1.27,2,NONE
EVT-TRIP-caf-0,TRIP-caf617-2,2025-09-11 16:37:28,HARD_BRAKE,0.97,3,NONE
EVT-TRIP-caf-1,TRIP-caf617-2,2025-09-11 16:37:38,SPEEDING,0.8,3,CALL
EVT-TRIP-866-0,TRIP-86640a-0,2025-09-11 16:37:28,HARD_BRAKE,1.34,4,APP
EVT-TRIP-866-1,TRIP-86640a-0,2025-09-11 16:37:38,HARD_BRAKE,1.43,3,NONE
EVT-TRIP-866-0,TRIP-86640a-1,2025-09-11 16:37:28,HARD_BRAKE,0.86,2,NONE
EVT-TRIP-866-1,TRIP-86640a-1,2025-09-11 16:37:38,DISTRACTION,1.15,2,APP
EVT-TRIP-866-0,TRIP-86640a-2,2025-09-11 16:37:28,SPEEDING,1.49,2,APP
EVT-TRIP-866-1,TRIP-86640a-2,2025-09-11 16:37:38,DISTRACTION,1.45,2,APP
EVT-TRIP-a87-0,TRIP-a87a31-0,2025-09-11 16:37:28,HARD_BRAKE,0.67,2,TEXT
EVT-TRIP-a87-1,TRIP-a87a31-0,2025-09-11 16:37:38,DISTRACTION,0.65,1,CALL
EVT-TRIP-a87-2,TRIP-a87a31-0,2025-09-11 16:37:48,DISTRACTION,1.32,5,CALL
EVT-TRIP-a87-0,TRIP-a87a31-1,2025-09-11 16:37:28,SPEEDING,1.13,1,TEXT
EVT-TRIP-a87-1,TRIP-a87a31-1,2025-09-11 16:37:38,DISTRACTION,0.67,1,APP
EVT-TRIP-a87-2,TRIP-a87a31-1,2025-09-11 16:37:48,DISTRACTION,0.7,5,APP
EVT-TRIP-a87-3,TRIP-a87a31-1,2025-09-11 16:37:58,DISTRACTION,1.14,5,APP
EVT-TRIP-a87-0,TRIP-a87a31-2,2025-09-11 16:37:28,HARD_BRAKE,1.34,2,APP
EVT-TRIP-a87-1,TRIP-a87a31-2,2025-09-11 16:37:38,SPEEDING,0.66,1,CALL
EVT-TRIP-b00-0,TRIP-b00038-0,2025-09-11 16:37:28,SPEEDING,0.96,2,TEXT
EVT-TRIP-b00-1,TRIP-b00038-0,2025-09-11 16:37:38,HARD_BRAKE,1.5,3,CALL
EVT-TRIP-b00-2,TRIP-b00038-0,2025-09-11 16:37:48,SPEEDING,0.56,1,APP
EVT-TRIP-b00-3,TRIP-b00038-0,2025-09-11 16:37:58,HARD_BRAKE,0.79,5,NONE
EVT-TRIP-b00-4,TRIP-b00038-0,2025-09-11 16:38:08,HARD_BRAKE,1.5,3,CALL
EVT-TRIP-b00-0,TRIP-b00038-1,2025-09-11 16:37:28,HARD_BRAKE,0.9,4,NONE
EVT-TRIP-b00-1,TRIP-b00038-1,2025-09-11 16:37:38,DISTRACTION,0.77,3,NONE
EVT-TRIP-b00-2,TRIP-b00038-1,2025-09-11 16:37:48,DISTRACTION,1.49,2,NONE
EVT-TRIP-b00-3,TRIP-b00038-1,2025-09-11 16:37:58,DISTRACTION,0.69,3,NONE
EVT-TRIP-b00-0,TRIP-b00038-2,2025-09-11 16:37:28,SPEEDING,1.39,4,APP
EVT-TRIP-b00-1,TRIP-b00038-2,2025-09-11 16:37:38,HARD_BRAKE,1.34,2,APP
EVT-TRIP-b00-2,TRIP-b00038-2,2025-09-11 16:37:48,HARD_BRAKE,1.29,1,CALL
EVT-TRIP-b11-0,TRIP-b11f66-0,2025-09-11 16:37:28,SPEEDING,0.52,5,TEXT
EVT-TRIP-b11-1,TRIP-b11f66-0,2025-09-11 16:37:38,SPEEDING,1.11,4,TEXT
EVT-TRIP-b11-0,TRIP-b11f66-1,2025-09-11 16:37:28,SPEEDING,1.41,1,CALL
EVT-TRIP-b11-1,TRIP-b11f66-1,2025-09-11 16:37:38,DISTRACTION,1.08,2,NONE
EVT-TRIP-b11-0,TRIP-b11f66-2,2025-09-11 16:37:28,HARD_BRAKE,0.75,5,CALL
EVT-TRIP-b11-1,TRIP-b11f66-2,2025-09-11 16:37:38,DISTRACTION,0.94,4,NONE
EVT-TRIP-515-0,TRIP-5153a2-0,2025-09-11 16:37:28,HARD_BRAKE,1.45,5,TEXT
EVT-TRIP-515-1,TRIP-5153a2-0,2025-09-11 16:37:38,HARD_BRAKE,1.45,5,TEXT
EVT-TRIP-515-2,TRIP-5153a2-0,2025-09-11 16:37:48,DISTRACTION,0.67,2,APP
EVT-TRIP-515-0,TRIP-5153a2-1,2025-09-11 16:37:28,SPEEDING,1.42,4,CALL
EVT-TRIP-515-1,TRIP-5153a2-1,2025-09-11 16:37:38,DISTRACTION,1.07,5,APP
EVT-TRIP-515-2,TRIP-5153a2-1,2025-09-11 16:37:48,DISTRACTION,0.8,4,CALL
EVT-TRIP-515-0,TRIP-5153a2-2,2025-09-11 16:37:28,SPEEDING,0.5,5,NONE
EVT-TRIP-515-1,TRIP-5153a2-2,2025-09-11 16:37:38,DISTRACTION,1.25,4,CALL
EVT-TRIP-515-2,TRIP-5153a2-2,2025-09-11 16:37:48,DISTRACTION,1.39,1,APP
EVT-TRIP-785-0,TRIP-78596e-0,2025-09-11 16:37:28,HARD_BRAKE,0.98,1,NONE
EVT-TRIP-785-1,TRIP-78596e-0,2025-09-11 16:37:38,DISTRACTION,0.6,1,APP
EVT-TRIP-785-0,TRIP-78596e-1,2025-09-11 16:37:28,SPEEDING,0.95,4,NONE
EVT-TRIP-785-1,TRIP-78596e-1,2025-09-11 16:37:38,HARD_BRAKE,0.61,5,APP
EVT-TRIP-785-2,TRIP-78596e-1,2025-09-11 16:37:48,DISTRACTION,0.78,1,TEXT
EVT-TRIP-785-3,TRIP-78596e-1,2025-09-11 16:37:58,SPEEDING,1.06,2,APP
EVT-TRIP-785-4,TRIP-78596e-1,2025-09-11 16:38:08,DISTRACTION,1.27,4,TEXT
EVT-TRIP-785-0,TRIP-78596e-2,2025-09-11 16:37:28,DISTRACTION,0.97,5,NONE
EVT-TRIP-785-1,TRIP-78596e-2,2025-09-11 16:37:38,SPEEDING,1.18,2,CALL
EVT-TRIP-785-2,TRIP-78596e-2,2025-09-11 16:37:48,SPEEDING,1.06,4,APP
EVT-TRIP-785-3,TRIP-78596e-2,2025-09-11 16:37:58,DISTRACTION,1.2,2,TEXT
EVT-TRIP-785-4,TRIP-78596e-2,2025-09-11 16:38:08,HARD_BRAKE,0.56,3,APP
EVT-TRIP-052-0,TRIP-052b7a-0,2025-09-11 16:37:28,DISTRACTION,0.98,3,TEXT
EVT-TRIP-052-1,TRIP-052b7a-0,2025-09-11 16:37:38,SPEEDING,0.74,2,APP
EVT-TRIP-052-2,TRIP-052b7a-0,2025-09-11 16:37:48,HARD_BRAKE,0.96,3,APP
EVT-TRIP-052-0,TRIP-052b7a-1,2025-09-11 16:37:28,HARD_BRAKE,0.51,1,NONE
EVT-TRIP-052-1,TRIP-052b7a-1,2025-09-11 16:37:38,DISTRACTION,1.38,4,NONE
EVT-TRIP-052-0,TRIP-052b7a-2,2025-09-11 16:37:28,SPEEDING,1.32,3,NONE
EVT-TRIP-052-1,TRIP-052b7a-2,2025-09-11 16:37:38,DISTRACTION,0.78,4,TEXT
EVT-TRIP-052-2,TRIP-052b7a-2,2025-09-11 16:37:48,DISTRACTION,1.37,1,NONE
EVT-TRIP-55b-0,TRIP-55bfa8-0,2025-09-11 16:37:28,SPEEDING,0.6,5,CALL
EVT-TRIP-55b-1,TRIP-55bfa8-0,2025-09-11 16:37:38,SPEEDING,1.15,2,TEXT
EVT-TRIP-55b-2,TRIP-55bfa8-0,2025-09-11 16:37:48,HARD_BRAKE,0.69,4,APP
EVT-TRIP-55b-3,TRIP-55bfa8-0,2025-09-11 16:37:58,HARD_BRAKE,0.66,4,APP
EVT-TRIP-55b-0,TRIP-55bfa8-1,2025-09-11 16:37:28,SPEEDING,0.95,4,CALL
EVT-TRIP-55b-1,TRIP-55bfa8-1,2025-09-11 16:37:38,HARD_BRAKE,1.41,3,CALL
EVT-TRIP-55b-2,TRIP-55bfa8-1,2025-09-11 16:37:48,HARD_BRAKE,0.71,5,NONE
EVT-TRIP-55b-3,TRIP-55bfa8-1,2025-09-11 16:37:58,DISTRACTION,0.89,3,APP
EVT-TRIP-55b-4,TRIP-55bfa8-1,2025-09-11 16:38:08,SPEEDING,1.22,5,NONE
EVT-TRIP-55b-0,TRIP-55bfa8-2,2025-09-11 16:37:28,HARD_BRAKE,0.55,4,TEXT
EVT-TRIP-55b-1,TRIP-55bfa8-2,2025-09-11 16:37:38,DISTRACTION,1.21,1,NONE
EVT-TRIP-55b-2,TRIP-55bfa8-2,2025-09-11 16:37:48,DISTRACTION,1.44,5,APP
EVT-TRIP-16d-0,TRIP-16db46-0,2025-09-11 16:37:28,SPEEDING,1.22,3,TEXT
EVT-TRIP-16d-1,TRIP-16db46-0,2025-09-11 16:37:38,SPEEDING,0.98,4,APP
EVT-TRIP-16d-0,TRIP-16db46-1,2025-09-11 16:37:28,HARD_BRAKE,0.81,1,NONE
EVT-TRIP-16d-1,TRIP-16db46-1,2025-09-11 16:37:38,SPEEDING,1.34,2,APP
EVT-TRIP-16d-0,TRIP-16db46-2,2025-09-11 16:37:28,SPEEDING,0.57,1,NONE
EVT-TRIP-16d-1,TRIP-16db46-2,2025-09-11 16:37:38,HARD_BRAKE,0.57,1,APP
EVT-TRIP-16d-2,TRIP-16db46-2,2025-09-11 16:37:48,DISTRACTION,0.76,5,CALL
EVT-TRIP-16d-3,TRIP-16db46-2,2025-09-11 16:37:58,DISTRACTION,0.92,2,CALL
EVT-TRIP-16d-4,TRIP-16db46-2,2025-09-11 16:38:08,SPEEDING,1.41,2,APP
EVT-TRIP-efc-0,TRIP-efc2d1-0,2025-09-11 16:37:28,HARD_BRAKE,1.47,4,NONE
EVT-TRIP-efc-1,TRIP-efc2d1-0,2025-09-11 16:37:38,HARD_BRAKE,0.86,2,APP
EVT-TRIP-efc-2,TRIP-efc2d1-0,2025-09-11 16:37:48,HARD_BRAKE,1.16,3,CALL
EVT-TRIP-efc-3,TRIP-efc2d1-0,2025-09-11 16:37:58,DISTRACTION,0.89,3,TEXT
EVT-TRIP-efc-0,TRIP-efc2d1-1,2025-09-11 16:37:28,SPEEDING,1.24,2,CALL
EVT-TRIP-efc-1,TRIP-efc2d1-1,2025-09-11 16:37:38,DISTRACTION,1.3,1,CALL
EVT-TRIP-efc-2,TRIP-efc2d1-1,2025-09-11 16:37:48,HARD_BRAKE,1.12,2,TEXT
EVT-TRIP-efc-3,TRIP-efc2d1-1,2025-09-11 16:37:58,DISTRACTION,1.2,1,APP
EVT-TRIP-efc-0,TRIP-efc2d1-2,2025-09-11 16:37:28,DISTRACTION,1.08,4,NONE
EVT-TRIP-efc-1,TRIP-efc2d1-2,2025-09-11 16:37:38,HARD_BRAKE,0.98,2,TEXT
EVT-TRIP-efc-2,TRIP-efc2d1-2,2025-09-11 16:37:48,DISTRACTION,1.18,4,TEXT
EVT-TRIP-cc1-0,TRIP-cc14a9-0,2025-09-11 16:37:28,DISTRACTION,1.06,2,TEXT
EVT-TRIP-cc1-1,TRIP-cc14a9-0,2025-09-11 16:37:38,DISTRACTION,1.47,4,APP
EVT-TRIP-cc1-2,TRIP-cc14a9-0,2025-09-11 16:37:48,DISTRACTION,0.65,1,APP
EVT-TRIP-cc1-0,TRIP-cc14a9-1,2025-09-11 16:37:28,DISTRACTION,1.26,2,APP
EVT-TRIP-cc1-1,TRIP-cc14a9-1,2025-09-11 16:37:38,SPEEDING,0.58,2,CALL
EVT-TRIP-cc1-2,TRIP-cc14a9-1,2025-09-11 16:37:48,HARD_BRAKE,1.41,3,APP
EVT-TRIP-cc1-3,TRIP-cc14a9-1,2025-09-11 16:37:58,HARD_BRAKE,0.92,2,TEXT
EVT-TRIP-cc1-4,TRIP-cc14a9-1,2025-09-11 16:38:08,HARD_BRAKE,0.73,1,TEXT
EVT-TRIP-cc1-0,TRIP-cc14a9-2,2025-09-11 16:37:28,DISTRACTION,0.86,1,NONE
EVT-TRIP-cc1-1,TRIP-cc14a9-2,2025-09-11 16:37:38,DISTRACTION,0.94,4,CALL
EVT-TRIP-cc1-2,TRIP-cc14a9-2,2025-09-11 16:37:48,DISTRACTION,0.68,1,NONE
EVT-TRIP-cc1-3,TRIP-cc14a9-2,2025-09-11 16:37:58,SPEEDING,0.94,5,TEXT
EVT-TRIP-cc1-4,TRIP-cc14a9-2,2025-09-11 16:38:08,HARD_BRAKE,0.87,1,CALL
EVT-TRIP-51d-0,TRIP-51d4f2-0,2025-09-11 16:37:28,HARD_BRAKE,1.41,3,APP
EVT-TRIP-51d-1,TRIP-51d4f2-0,2025-09-11 16:37:38,DISTRACTION,1.22,1,CALL
EVT-TRIP-51d-2,TRIP-51d4f2-0,2025-09-11 16:37:48,DISTRACTION,0.76,3,APP
EVT-TRIP-51d-3,TRIP-51d4f2-0,2025-09-11 16:37:58,HARD_BRAKE,0.72,1,CALL
EVT-TRIP-51d-4,TRIP-51d4f2-0,2025-09-11 16:38:08,HARD_BRAKE,0.51,3,CALL
EVT-TRIP-51d-0,TRIP-51d4f2-1,2025-09-11 16:37:28,HARD_BRAKE,0.85,2,TEXT
EVT-TRIP-51d-1,TRIP-51d4f2-1,2025-09-11 16:37:38,DISTRACTION,0.89,3,CALL
EVT-TRIP-51d-2,TRIP-51d4f2-1,2025-09-11 16:37:48,DISTRACTION,0.97,3,NONE
EVT-TRIP-51d-0,TRIP-51d4f2-2,2025-09-11 16:37:28,SPEEDING,0.66,3,NONE
EVT-TRIP-51d-1,TRIP-51d4f2-2,2025-09-11 16:37:38,SPEEDING,0.78,5,CALL
EVT-TRIP-51d-2,TRIP-51d4f2-2,2025-09-11 16:37:48,DISTRACTION,0.9,2,APP
EVT-TRIP-51d-3,TRIP-51d4f2-2,2025-09-11 16:37:58,DISTRACTION,0.92,4,APP
EVT-TRIP-0ab-0,TRIP-0ab194-0,2025-09-11 16:37:28,DISTRACTION,1.0,1,TEXT
EVT-TRIP-0ab-1,TRIP-0ab194-0,2025-09-11 16:37:38,DISTRACTION,1.35,3,CALL
EVT-TRIP-0ab-2,TRIP-0ab194-0,2025-09-11 16:37:48,HARD_BRAKE,0.7,3,NONE
EVT-TRIP-0ab-3,TRIP-0ab194-0,2025-09-11 16:37:58,DISTRACTION,1.07,4,APP
EVT-TRIP-0ab-4,TRIP-0ab194-0,2025-09-11 16:38:08,DISTRACTION,0.71,3,APP
EVT-TRIP-0ab-0,TRIP-0ab194-1,2025-09-11 16:37:28,DISTRACTION,0.65,4,NONE
EVT-TRIP-0ab-1,TRIP-0ab194-1,2025-09-11 16:37:38,SPEEDING,1.4,5,TEXT
EVT-TRIP-0ab-2,TRIP-0ab194-1,2025-09-11 16:37:48,DISTRACTION,0.77,5,APP
EVT-TRIP-0ab-3,TRIP-0ab194-1,2025-09-11 16:37:58,DISTRACTION,1.08,4,CALL
EVT-TRIP-0ab-4,TRIP-0ab194-1,2025-09-11 16:38:08,SPEEDING,0.78,4,TEXT
EVT-TRIP-0ab-0,TRIP-0ab194-2,2025-09-11 16:37:28,SPEEDING,0.89,5,CALL
EVT-TRIP-0ab-1,TRIP-0ab194-2,2025-09-11 16:37:38,HARD_BRAKE,1.39,2,NONE
EVT-TRIP-2f5-0,TRIP-2f514e-0,2025-09-11 16:37:28,DISTRACTION,0.97,2,APP
EVT-TRIP-2f5-1,TRIP-2f514e-0,2025-09-11 16:37:38,HARD_BRAKE,0.64,2,CALL
EVT-TRIP-2f5-0,TRIP-2f514e-1,2025-09-11 16:37:28,DISTRACTION,0.72,4,NONE
EVT-TRIP-2f5-1,TRIP-2f514e-1,2025-09-11 16:37:38,DISTRACTION,0.92,1,TEXT
EVT-TRIP-2f5-0,TRIP-2f514e-2,2025-09-11 16:37:28,HARD_BRAKE,0.68,1,APP
EVT-TRIP-2f5-1,TRIP-2f514e-2,2025-09-11 16:37:38,DISTRACTION,0.6,5,NONE
EVT-TRIP-2f5-2,TRIP-2f514e-2,2025-09-11 16:37:48,DISTRACTION,1.25,4,CALL
EVT-TRIP-c4c-0,TRIP-c4c189-0,2025-09-11 16:37:28,HARD_BRAKE,1.03,5,NONE
EVT-TRIP-c4c-1,TRIP-c4c189-0,2025-09-11 16:37:38,SPEEDING,1.48,5,NONE
EVT-TRIP-c4c-2,TRIP-c4c189-0,2025-09-11 16:37:48,SPEEDING,0.68,4,TEXT
EVT-TRIP-c4c-3,TRIP-c4c189-0,2025-09-11 16:37:58,DISTRACTION,1.31,1,NONE
EVT-TRIP-c4c-4,TRIP-c4c189-0,2025-09-11 16:38:08,SPEEDING,0.89,5,TEXT
EVT-TRIP-c4c-0,TRIP-c4c189-1,2025-09-11 16:37:28,SPEEDING,1.35,5,CALL
EVT-TRIP-c4c-1,TRIP-c4c189-1,2025-09-11 16:37:38,SPEEDING,1.27,5,NONE
EVT-TRIP-c4c-2,TRIP-c4c189-1,2025-09-11 16:37:48,HARD_BRAKE,0.96,2,NONE
EVT-TRIP-c4c-3,TRIP-c4c189-1,2025-09-11 16:37:58,DISTRACTION,1.22,2,CALL
EVT-TRIP-c4c-0,TRIP-c4c189-2,2025-09-11 16:37:28,DISTRACTION,1.34,2,TEXT
EVT-TRIP-c4c-1,TRIP-c4c189-2,2025-09-11 16:37:38,HARD_BRAKE,1.33,4,NONE
EVT-TRIP-7e1-0,TRIP-7e178e-0,2025-09-11 16:37:28,DISTRACTION,1.32,4,NONE
EVT-TRIP-7e1-1,TRIP-7e178e-0,2025-09-11 16:37:38,HARD_BRAKE,0.67,1,NONE
EVT-TRIP-7e1-0,TRIP-7e178e-1,2025-09-11 16:37:28,HARD_BRAKE,0.86,5,TEXT
EVT-TRIP-7e1-1,TRIP-7e178e-1,2025-09-11 16:37:38,SPEEDING,1.12,2,NONE
EVT-TRIP-7e1-0,TRIP-7e178e-2,2025-09-11 16:37:28,SPEEDING,1.06,1,NONE
EVT-TRIP-7e1-1,TRIP-7e178e-2,2025-09-11 16:37:38,SPEEDING,1.23,2,TEXT
EVT-TRIP-7e1-2,TRIP-7e178e-2,2025-09-11 16:37:48,SPEEDING,0.95,5,APP
EVT-TRIP-7e1-3,TRIP-7e178e-2,2025-09-11 16:37:58,SPEEDING,0.58,1,CALL
EVT-TRIP-68a-0,TRIP-68a881-0,2025-09-11 16:37:28,DISTRACTION,1.5,1,APP
EVT-TRIP-68a-1,TRIP-68a881-0,2025-09-11 16:37:38,SPEEDING,0.81,2,CALL
EVT-TRIP-68a-2,TRIP-68a881-0,2025-09-11 16:37:48,HARD_BRAKE,1.37,3,CALL
EVT-TRIP-68a-3,TRIP-68a881-0,2025-09-11 16:37:58,HARD_BRAKE,1.41,4,APP
EVT-TRIP-68a-0,TRIP-68a881-1,2025-09-11 16:37:28,DISTRACTION,0.84,3,APP
EVT-TRIP-68a-1,TRIP-68a881-1,2025-09-11 16:37:38,DISTRACTION,0.7,4,NONE
EVT-TRIP-68a-2,TRIP-68a881-1,2025-09-11 16:37:48,HARD_BRAKE,1.31,1,NONE
EVT-TRIP-68a-3,TRIP-68a881-1,2025-09-11 16:37:58,HARD_BRAKE,0.63,4,TEXT
EVT-TRIP-68a-4,TRIP-68a881-1,2025-09-11 16:38:08,HARD_BRAKE,1.32,2,NONE
