trip_id,timestamp,accel_x,accel_y,accel_z,braking_g,cornering_g
TRIP-efc2d1-0,2025-09-11 16:38:08,-0.95,-2.57,1.59,0.93,0.89
TRIP-efc2d1-0,2025-09-11 16:38:10,-0.24,-0.07,-2.72,0.07,0.0
TRIP-efc2d1-0,2025-09-11 16:38:12,-2.28,0.05,2.6,0.15,0.58
TRIP-efc2d1-0,2025-09-11 16:38:14,-2.65,1.41,-2.67,0.75,0.61
TRIP-efc2d1-0,2025-09-11 16:38:16,-2.66,2.0,2.34,0.07,0.89
TRIP-efc2d1-0,2025-09-11 16:38:18,2.38,-2.47,-1.85,0.34,0.3
TRIP-efc2d1-0,2025-09-11 16:38:20,0.23,1.89,2.55,0.73,0.81
TRIP-efc2d1-0,2025-09-11 16:38:22,-0.71,0.17,-2.14,0.78,0.33
TRIP-efc2d1-0,2025-09-11 16:38:24,0.31,-1.31,-0.59,0.2,0.76
TRIP-efc2d1-0,2025-09-11 16:38:26,1.36,-2.61,-0.49,0.89,0.93
TRIP-efc2d1-0,2025-09-11 16:38:28,1.52,-1.38,-0.63,0.37,0.36
TRIP-efc2d1-0,2025-09-11 16:38:30,2.13,-1.91,-2.94,0.34,0.95
TRIP-efc2d1-0,2025-09-11 16:38:32,-1.47,2.38,-2.5,0.13,0.22
TRIP-efc2d1-0,2025-09-11 16:38:34,2.11,-0.13,1.79,0.5,0.76
TRIP-efc2d1-0,2025-09-11 16:38:36,-2.23,1.67,-0.64,0.84,0.04
TRIP-efc2d1-0,2025-09-11 16:38:38,-0.76,-1.67,1.44,0.11,0.62
TRIP-efc2d1-0,2025-09-11 16:38:40,-0.6,0.36,2.36,0.22,0.38
TRIP-efc2d1-0,2025-09-11 16:38:42,-1.0,1.82,1.99,0.52,0.97
TRIP-efc2d1-0,2025-09-11 16:38:44,-2.93,0.85,0.31,0.97,0.66
TRIP-efc2d1-0,2025-09-11 16:38:46,0.47,-2.4,-0.82,0.83,0.89
TRIP-efc2d1-0,2025-09-11 16:38:48,2.39,2.84,-0.04,0.2,0.0
TRIP-efc2d1-0,2025-09-11 16:38:50,1.28,1.87,2.54,0.03,0.52
TRIP-efc2d1-0,2025-09-11 16:38:52,-0.01,2.38,-0.36,0.18,0.61
TRIP-efc2d1-0,2025-09-11 16:38:54,0.04,1.54,-2.15,0.62,0.63
TRIP-efc2d1-0,2025-09-11 16:38:56,0.41,-1.01,-0.48,0.37,0.51
TRIP-efc2d1-0,2025-09-11 16:38:58,0.11,-2.39,-1.72,0.83,0.75
TRIP-efc2d1-0,2025-09-11 16:39:00,2.23,-2.49,1.16,0.99,0.04
TRIP-efc2d1-0,2025-09-11 16:39:02,0.47,-2.23,-2.53,0.63,0.04
TRIP-efc2d1-0,2025-09-11 16:39:04,2.72,-0.31,0.53,0.83,0.54
TRIP-efc2d1-0,2025-09-11 16:39:06,-0.18,2.39,-2.02,0.64,0.48
TRIP-efc2d1-1,2025-09-11 16:37:28,-0.18,1.14,1.36,0.28,0.68
TRIP-efc2d1-1,2025-09-11 16:37:30,-1.74,-1.66,-0.62,0.54,0.77
TRIP-efc2d1-1,2025-09-11 16:37:32,1.5,-2.44,-0.89,0.16,0.79
TRIP-efc2d1-1,2025-09-11 16:37:34,1.38,-2.28,-2.33,0.2,0.99
TRIP-efc2d1-1,2025-09-11 16:37:36,-0.21,1.49,-1.25,0.39,0.47
TRIP-efc2d1-1,2025-09-11 16:37:38,1.21,-2.66,-1.02,0.89,0.22
TRIP-efc2d1-1,2025-09-11 16:37:40,1.89,0.08,-1.02,0.63,0.81
TRIP-efc2d1-1,2025-09-11 16:37:42,-0.06,1.65,-2.73,0.04,0.05
TRIP-efc2d1-1,2025-09-11 16:37:44,-2.25,-0.19,-0.05,0.26,0.64
TRIP-efc2d1-1,2025-09-11 16:37:46,1.38,1.22,0.42,0.82,0.93
TRIP-efc2d1-1,2025-09-11 16:37:48,-0.65,-0.03,2.71,0.7,0.96
TRIP-efc2d1-1,2025-09-11 16:37:50,-2.77,-2.35,-0.38,0.16,0.04
TRIP-efc2d1-1,2025-09-11 16:37:52,-2.46,-1.85,2.93,0.68,0.93
TRIP-efc2d1-1,2025-09-11 16:37:54,2.75,0.66,-1.43,0.54,0.91
TRIP-efc2d1-1,2025-09-11 16:37:56,-2.13,0.63,0.68,0.66,0.83
TRIP-efc2d1-1,2025-09-11 16:37:58,0.89,0.74,2.18,0.68,0.11
TRIP-efc2d1-1,2025-09-11 16:38:00,-1.11,-2.13,2.95,0.23,0.45
TRIP-efc2d1-1,2025-09-11 16:38:02,-1.45,1.42,-1.26,0.01,0.99
TRIP-efc2d1-1,2025-09-11 16:38:04,-1.9,-2.91,1.08,0.06,0.96
TRIP-efc2d1-1,2025-09-11 16:38:06,-0.84,2.28,-1.3,0.77,0.42
TRIP-efc2d1-1,2025-09-11 16:38:08,-0.1,0.05,0.7,0.84,0.06
TRIP-efc2d1-1,2025-09-11 16:38:10,1.52,1.86,-2.37,0.27,0.71
TRIP-efc2d1-1,2025-09-11 16:38:12,1.28,-1.51,2.32,0.48,0.06
TRIP-efc2d1-1,2025-09-11 16:38:14,1.15,-2.66,1.23,0.64,0.67
TRIP-efc2d1-1,2025-09-11 16:38:16,-0.68,-1.61,-0.1,0.97,0.6
TRIP-efc2d1-1,2025-09-11 16:38:18,1.22,-2.86,0.97,0.3,0.19
TRIP-efc2d1-1,2025-09-11 16:38:20,-1.07,-2.51,-1.74,0.19,0.78
TRIP-efc2d1-1,2025-09-11 16:38:22,-0.58,-2.46,-2.45,0.66,0.54
TRIP-efc2d1-1,2025-09-11 16:38:24,-1.38,1.73,0.3,0.64,0.33
TRIP-efc2d1-1,2025-09-11 16:38:26,-0.74,-2.44,1.67,0.46,0.66
TRIP-efc2d1-1,2025-09-11 16:38:28,0.14,1.34,2.07,0.02,0.42
TRIP-efc2d1-1,2025-09-11 16:38:30,-2.23,2.62,1.89,0.2,0.17
TRIP-efc2d1-1,2025-09-11 16:38:32,2.88,-2.89,-2.8,0.66,0.84
TRIP-efc2d1-1,2025-09-11 16:38:34,-1.88,1.02,-1.75,0.36,0.11
TRIP-efc2d1-1,2025-09-11 16:38:36,0.23,-0.85,1.42,0.31,0.89
TRIP-efc2d1-1,2025-09-11 16:38:38,2.91,-0.87,1.69,0.45,0.73
TRIP-efc2d1-1,2025-09-11 16:38:40,-0.91,-1.94,-1.06,0.17,0.44
TRIP-efc2d1-1,2025-09-11 16:38:42,-2.03,-1.34,-0.58,0.53,0.43
TRIP-efc2d1-1,2025-09-11 16:38:44,-0.34,-2.09,-1.89,0.84,0.17
TRIP-efc2d1-1,2025-09-11 16:38:46,1.86,2.72,-1.66,0.07,0.61
TRIP-efc2d1-1,2025-09-11 16:38:48,-0.28,0.45,0.01,0.21,0.84
TRIP-efc2d1-1,2025-09-11 16:38:50,-1.74,0.96,1.09,0.92,0.63
TRIP-efc2d1-1,2025-09-11 16:38:52,-2.64,-0.52,1.73,0.25,0.4
TRIP-efc2d1-1,2025-09-11 16:38:54,0.17,1.7,-0.41,0.71,0.6
TRIP-efc2d1-1,2025-09-11 16:38:56,-2.14,0.2,0.21,0.5,0.36
TRIP-efc2d1-1,2025-09-11 16:38:58,-1.8,1.18,-0.27,0.95,0.17
TRIP-efc2d1-1,2025-09-11 16:39:00,2.19,-0.66,0.82,0.96,0.09
TRIP-efc2d1-1,2025-09-11 16:39:02,-2.28,2.39,0.17,0.57,0.71
TRIP-efc2d1-1,2025-09-11 16:39:04,-1.56,1.67,-0.57,0.82,0.87
TRIP-efc2d1-1,2025-09-11 16:39:06,2.44,2.31,2.53,0.77,0.65
TRIP-efc2d1-2,2025-09-11 16:37:28,-1.35,1.52,2.6,0.14,0.23
TRIP-efc2d1-2,2025-09-11 16:37:30,2.61,-2.1,-1.79,0.42,0.12
TRIP-efc2d1-2,2025-09-11 16:37:32,1.0,2.2,-1.91,0.16,0.68
TRIP-efc2d1-2,2025-09-11 16:37:34,-1.08,-2.37,1.35,0.47,0.58
TRIP-efc2d1-2,2025-09-11 16:37:36,0.82,0.96,0.84,0.5,0.42
TRIP-efc2d1-2,2025-09-11 16:37:38,1.73,2.25,1.34,0.58,0.03
TRIP-efc2d1-2,2025-09-11 16:37:40,-2.43,-0.07,-1.1,0.71,0.99
TRIP-efc2d1-2,2025-09-11 16:37:42,0.12,-2.57,1.02,0.89,0.73
TRIP-efc2d1-2,2025-09-11 16:37:44,2.14,-0.83,1.78,0.74,0.9
TRIP-efc2d1-2,2025-09-11 16:37:46,0.71,2.76,2.94,0.11,0.69
TRIP-efc2d1-2,2025-09-11 16:37:48,-2.83,-2.24,-1.68,0.15,0.77
TRIP-efc2d1-2,2025-09-11 16:37:50,-1.13,2.76,-1.12,0.49,0.34
TRIP-efc2d1-2,2025-09-11 16:37:52,-2.06,-0.78,0.75,0.77,0.48
TRIP-efc2d1-2,2025-09-11 16:37:54,-1.45,1.71,1.36,0.57,0.15
TRIP-efc2d1-2,2025-09-11 16:37:56,0.0,-0.22,0.07,0.79,0.35
TRIP-efc2d1-2,2025-09-11 16:37:58,-0.4,2.4,-1.76,0.74,0.34
TRIP-efc2d1-2,2025-09-11 16:38:00,1.56,0.96,-1.27,0.48,0.53
TRIP-efc2d1-2,2025-09-11 16:38:02,0.46,1.17,1.35,0.1,0.58
TRIP-efc2d1-2,2025-09-11 16:38:04,1.39,0.86,-0.38,0.88,0.71
TRIP-efc2d1-2,2025-09-11 16:38:06,-0.3,0.37,1.68,0.83,0.22
TRIP-efc2d1-2,2025-09-11 16:38:08,1.29,1.47,2.95,0.56,0.35
TRIP-efc2d1-2,2025-09-11 16:38:10,-2.94,0.51,1.74,0.46,0.49
TRIP-efc2d1-2,2025-09-11 16:38:12,2.79,-2.36,-2.61,0.15,0.67
TRIP-efc2d1-2,2025-09-11 16:38:14,-1.91,-1.04,1.69,0.93,0.29
TRIP-efc2d1-2,2025-09-11 16:38:16,1.87,0.72,0.29,0.16,0.37
TRIP-efc2d1-2,2025-09-11 16:38:18,-2.67,-2.05,-1.37,0.37,0.55
TRIP-efc2d1-2,2025-09-11 16:38:20,-1.42,0.87,2.48,0.54,0.64
TRIP-efc2d1-2,2025-09-11 16:38:22,0.86,0.65,-1.92,0.85,0.55
TRIP-efc2d1-2,2025-09-11 16:38:24,0.85,2.57,-2.59,0.31,0.86
TRIP-efc2d1-2,2025-09-11 16:38:26,0.58,-2.12,2.39,0.59,0.48
TRIP-efc2d1-2,2025-09-11 16:38:28,-1.48,-1.53,-0.93,0.49,0.83
TRIP-efc2d1-2,2025-09-11 16:38:30,-2.61,-0.65,-1.19,0.13,0.59
TRIP-efc2d1-2,2025-09-11 16:38:32,-0.5,2.31,1.5,0.61,0.04
TRIP-efc2d1-2,2025-09-11 16:38:34,2.02,1.44,2.56,0.2,0.3
TRIP-efc2d1-2,2025-09-11 16:38:36,0.69,-0.97,-2.55,0.37,0.43
TRIP-efc2d1-2,2025-09-11 16:38:38,-1.6,-2.27,1.49,0.16,0.42
TRIP-efc2d1-2,2025-09-11 16:38:40,-1.08,2.63,2.88,0.15,0.51
TRIP-efc2d1-2,2025-09-11 16:38:42,0.5,-1.57,1.21,0.39,0.52
TRIP-efc2d1-2,2025-09-11 16:38:44,-1.39,-0.79,-1.79,0.04,0.4
TRIP-efc2d1-2,2025-09-11 16:38:46,2.93,1.73,1.89,0.67,0.6
TRIP-efc2d1-2,2025-09-11 16:38:48,0.84,2.0,-0.62,0.8,0.98
TRIP-efc2d1-2,2025-09-11 16:38:50,-2.22,-1.64,-2.03,0.96,0.67
TRIP-efc2d1-2,2025-09-11 16:38:52,2.46,-2.01,-2.63,0.87,0.94
TRIP-efc2d1-2,2025-09-11 16:38:54,-1.19,2.77,-1.2,0.48,0.2
TRIP-efc2d1-2,2025-09-11 16:38:56,2.49,-1.78,1.26,0.09,0.85
TRIP-efc2d1-2,2025-09-11 16:38:58,-0.8,-1.76,-0.35,0.51,0.51
TRIP-efc2d1-2,2025-09-11 16:39:00,-1.43,-2.84,0.29,0.7,0.45
TRIP-efc2d1-2,2025-09-11 16:39:02,0.81,1.63,2.92,0.32,0.74
TRIP-efc2d1-2,2025-09-11 16:39:04,-0.19,0.09,2.22,0.59,0.6
TRIP-efc2d1-2,2025-09-11 16:39:06,1.24,-2.66,0.1,0.93,0.84
TRIP-cc14a9-0,2025-09-11 16:37:28,-1.69,0.8,-0.38,0.36,0.13
TRIP-cc14a9-0,2025-09-11 16:37:30,-1.48,-0.38,-2.43,0.28,0.88
TRIP-cc14a9-0,2025-09-11 16:37:32,2.7,-1.39,1.42,0.13,0.62
TRIP-cc14a9-0,2025-09-11 16:37:34,0.25,-1.72,-1.21,0.99,0.76
TRIP-cc14a9-0,2025-09-11 16:37:36,0.31,-1.1,-2.41,0.85,0.78
TRIP-cc14a9-0,2025-09-11 16:37:38,-0.74,1.82,2.29,0.21,0.99
TRIP-cc14a9-0,2025-09-11 16:37:40,0.66,0.65,-1.17,1.0,0.57
TRIP-cc14a9-0,2025-09-11 16:37:42,-1.47,1.2,-2.28,0.27,0.37
TRIP-cc14a9-0,2025-09-11 16:37:44,0.35,-1.1,-0.63,0.71,0.9
TRIP-cc14a9-0,2025-09-11 16:37:46,-0.6,-0.51,1.07,0.1,0.53
TRIP-cc14a9-0,2025-09-11 16:37:48,2.16,2.01,-0.93,0.78,0.2
TRIP-cc14a9-0,2025-09-11 16:37:50,2.93,-0.95,-2.98,0.94,0.38
TRIP-cc14a9-0,2025-09-11 16:37:52,1.41,1.28,-2.55,0.17,0.62
TRIP-cc14a9-0,2025-09-11 16:37:54,-1.98,2.82,-1.94,0.57,0.57
TRIP-cc14a9-0,2025-09-11 16:37:56,1.56,0.47,-2.68,0.12,0.57
TRIP-cc14a9-0,2025-09-11 16:37:58,-1.25,2.1,-2.78,0.56,0.32
TRIP-cc14a9-0,2025-09-11 16:38:00,-1.85,0.95,0.44,0.16,0.87
TRIP-cc14a9-0,2025-09-11 16:38:02,2.39,0.2,1.25,0.73,0.33
TRIP-cc14a9-0,2025-09-11 16:38:04,-0.26,2.6,0.57,0.09,0.16
TRIP-cc14a9-0,2025-09-11 16:38:06,-1.12,-1.53,-1.12,0.83,0.6
TRIP-cc14a9-0,2025-09-11 16:38:08,1.32,-1.73,0.02,0.49,0.34
TRIP-cc14a9-0,2025-09-11 16:38:10,1.68,1.55,2.93,0.14,0.57
TRIP-cc14a9-0,2025-09-11 16:38:12,2.43,2.04,1.81,0.65,0.6
TRIP-cc14a9-0,2025-09-11 16:38:14,2.16,-1.73,2.03,0.85,0.62
TRIP-cc14a9-0,2025-09-11 16:38:16,-1.08,-0.47,2.57,0.53,0.55
TRIP-cc14a9-0,2025-09-11 16:38:18,-2.91,-1.99,-0.97,0.24,0.42
TRIP-cc14a9-0,2025-09-11 16:38:20,-0.45,1.75,-1.97,0.52,0.39
TRIP-cc14a9-0,2025-09-11 16:38:22,-0.17,0.82,2.84,0.87,0.36
TRIP-cc14a9-0,2025-09-11 16:38:24,-0.39,2.47,0.19,0.84,0.04
TRIP-cc14a9-0,2025-09-11 16:38:26,-0.86,0.81,1.65,0.87,0.55
TRIP-cc14a9-0,2025-09-11 16:38:28,-0.09,-1.22,-1.62,0.98,0.77
TRIP-cc14a9-0,2025-09-11 16:38:30,-0.22,-2.24,2.81,0.67,0.87
TRIP-cc14a9-0,2025-09-11 16:38:32,0.5,2.86,-1.46,0.69,0.78
TRIP-cc14a9-0,2025-09-11 16:38:34,-2.75,2.76,-1.59,0.8,0.86
TRIP-cc14a9-0,2025-09-11 16:38:36,-1.33,1.92,0.43,0.45,0.48
TRIP-cc14a9-0,2025-09-11 16:38:38,-0.06,-2.53,2.6,0.48,0.19
TRIP-cc14a9-0,2025-09-11 16:38:40,-0.38,-2.01,-1.65,0.94,0.84
TRIP-cc14a9-0,2025-09-11 16:38:42,2.47,0.11,1.31,0.9,0.42
TRIP-cc14a9-0,2025-09-11 16:38:44,-0.96,2.12,-1.91,0.41,0.12
TRIP-cc14a9-0,2025-09-11 16:38:46,-2.84,-0.71,-1.28,0.02,0.03
TRIP-cc14a9-0,2025-09-11 16:38:48,-0.64,-1.62,0.77,0.54,0.6
TRIP-cc14a9-0,2025-09-11 16:38:50,-0.13,0.44,1.49,0.43,0.11
TRIP-cc14a9-0,2025-09-11 16:38:52,2.93,-1.73,0.05,0.92,0.12
TRIP-cc14a9-0,2025-09-11 16:38:54,0.14,-1.16,2.52,0.26,0.17
TRIP-cc14a9-0,2025-09-11 16:38:56,-0.43,0.26,2.08,0.24,0.88
TRIP-cc14a9-0,2025-09-11 16:38:58,-2.7,-1.01,1.61,0.33,0.53
TRIP-cc14a9-0,2025-09-11 16:39:00,2.31,2.97,-1.05,0.6,0.74
TRIP-cc14a9-0,2025-09-11 16:39:02,-2.39,0.09,0.56,0.94,0.66
TRIP-cc14a9-0,2025-09-11 16:39:04,1.26,1.88,2.8,0.65,0.83
TRIP-cc14a9-0,2025-09-11 16:39:06,2.5,-2.41,2.63,0.68,0.16
TRIP-cc14a9-1,2025-09-11 16:37:28,-2.62,2.29,-0.02,0.24,0.63
TRIP-cc14a9-1,2025-09-11 16:37:30,2.32,-2.6,0.02,0.83,0.95
TRIP-cc14a9-1,2025-09-11 16:37:32,0.61,0.71,1.93,0.78,0.2
TRIP-cc14a9-1,2025-09-11 16:37:34,1.31,-1.78,-2.89,0.33,0.72
TRIP-cc14a9-1,2025-09-11 16:37:36,0.85,1.97,-1.17,0.41,0.18
TRIP-cc14a9-1,2025-09-11 16:37:38,-1.9,-0.22,1.96,0.29,0.61
TRIP-cc14a9-1,2025-09-11 16:37:40,-0.69,1.6,2.62,0.97,0.29
TRIP-cc14a9-1,2025-09-11 16:37:42,2.78,-2.01,1.86,0.42,0.76
TRIP-cc14a9-1,2025-09-11 16:37:44,-2.39,-2.49,-1.34,0.17,0.26
TRIP-cc14a9-1,2025-09-11 16:37:46,-0.87,-2.76,-1.22,0.61,0.13
TRIP-cc14a9-1,2025-09-11 16:37:48,-0.81,-1.21,-1.23,0.16,0.5
TRIP-cc14a9-1,2025-09-11 16:37:50,2.5,1.57,-0.89,0.17,0.58
TRIP-cc14a9-1,2025-09-11 16:37:52,-1.33,0.25,-0.23,0.3,0.79
TRIP-cc14a9-1,2025-09-11 16:37:54,-2.34,1.66,-2.25,0.74,0.55
TRIP-cc14a9-1,2025-09-11 16:37:56,2.51,1.27,2.76,0.82,0.54
TRIP-cc14a9-1,2025-09-11 16:37:58,-1.28,-2.96,0.51,0.03,0.43
TRIP-cc14a9-1,2025-09-11 16:38:00,-0.92,-0.81,-0.27,0.57,0.97
TRIP-cc14a9-1,2025-09-11 16:38:02,-1.46,-0.55,-1.39,0.56,0.6
TRIP-cc14a9-1,2025-09-11 16:38:04,2.83,-0.29,1.59,0.18,0.73
TRIP-cc14a9-1,2025-09-11 16:38:06,-0.09,-0.44,-2.85,0.99,0.22
TRIP-cc14a9-1,2025-09-11 16:38:08,0.17,-2.93,-2.77,0.49,0.41
TRIP-cc14a9-1,2025-09-11 16:38:10,-1.77,-1.08,-1.15,0.57,0.29
TRIP-cc14a9-1,2025-09-11 16:38:12,1.98,0.48,-1.72,0.09,0.15
TRIP-cc14a9-1,2025-09-11 16:38:14,-1.1,0.34,1.55,0.26,1.0
TRIP-cc14a9-1,2025-09-11 16:38:16,-1.87,2.68,-0.37,0.01,0.48
TRIP-cc14a9-1,2025-09-11 16:38:18,-2.62,2.04,-2.33,0.19,0.3
TRIP-cc14a9-1,2025-09-11 16:38:20,1.45,0.13,1.04,0.83,0.44
TRIP-cc14a9-1,2025-09-11 16:38:22,2.92,-2.71,2.77,0.14,0.13
TRIP-cc14a9-1,2025-09-11 16:38:24,1.49,-0.18,-1.56,0.93,0.3
TRIP-cc14a9-1,2025-09-11 16:38:26,-1.7,1.91,1.21,0.56,0.56
TRIP-cc14a9-1,2025-09-11 16:38:28,-0.83,0.82,1.59,0.08,0.27
TRIP-cc14a9-1,2025-09-11 16:38:30,2.89,-1.17,-0.57,0.32,0.97
TRIP-cc14a9-1,2025-09-11 16:38:32,2.57,-2.75,2.8,0.92,0.47
TRIP-cc14a9-1,2025-09-11 16:38:34,-1.29,-2.34,-2.19,0.66,0.77
TRIP-cc14a9-1,2025-09-11 16:38:36,-2.81,-1.43,-2.99,0.78,0.64
TRIP-cc14a9-1,2025-09-11 16:38:38,-0.97,-2.42,2.76,0.13,0.11
TRIP-cc14a9-1,2025-09-11 16:38:40,0.49,2.37,-1.31,0.72,0.91
TRIP-cc14a9-1,2025-09-11 16:38:42,2.83,0.71,1.68,0.21,0.29
TRIP-cc14a9-1,2025-09-11 16:38:44,-0.17,2.66,1.87,0.34,0.03
TRIP-cc14a9-1,2025-09-11 16:38:46,-1.43,2.13,-1.46,0.25,0.73
TRIP-cc14a9-1,2025-09-11 16:38:48,-1.9,1.51,2.65,0.03,0.71
TRIP-cc14a9-1,2025-09-11 16:38:50,-1.92,-0.07,-2.91,0.55,0.42
TRIP-cc14a9-1,2025-09-11 16:38:52,-2.85,-0.66,-0.58,0.04,0.54
TRIP-cc14a9-1,2025-09-11 16:38:54,0.63,-0.37,2.13,0.99,0.35
TRIP-cc14a9-1,2025-09-11 16:38:56,1.76,-0.52,1.47,0.31,0.06
TRIP-cc14a9-1,2025-09-11 16:38:58,1.53,-1.59,-2.01,0.77,0.74
TRIP-cc14a9-1,2025-09-11 16:39:00,0.68,-1.61,-0.66,0.05,0.54
TRIP-cc14a9-1,2025-09-11 16:39:02,-0.15,1.64,-2.74,0.89,0.01
TRIP-cc14a9-1,2025-09-11 16:39:04,1.45,1.67,1.51,0.52,0.53
TRIP-cc14a9-1,2025-09-11 16:39:06,1.68,2.22,1.49,0.07,0.0
TRIP-cc14a9-2,2025-09-11 16:37:28,2.92,-1.35,2.67,0.88,0.23
TRIP-cc14a9-2,2025-09-11 16:37:30,0.14,-1.82,2.28,0.99,0.5
TRIP-cc14a9-2,2025-09-11 16:37:32,-1.15,-2.36,1.16,0.76,0.17
TRIP-cc14a9-2,2025-09-11 16:37:34,1.48,0.37,1.93,0.34,0.17
TRIP-cc14a9-2,2025-09-11 16:37:36,-1.16,-0.21,-0.64,0.39,0.14
TRIP-cc14a9-2,2025-09-11 16:37:38,2.49,-1.7,1.13,0.96,0.13
TRIP-cc14a9-2,2025-09-11 16:37:40,-0.07,1.01,1.51,0.45,0.86
TRIP-cc14a9-2,2025-09-11 16:37:42,2.01,1.28,0.68,0.32,0.91
TRIP-cc14a9-2,2025-09-11 16:37:44,-2.98,-2.72,0.03,0.11,0.13
TRIP-cc14a9-2,2025-09-11 16:37:46,-1.98,0.35,-0.78,0.23,0.76
TRIP-cc14a9-2,2025-09-11 16:37:48,0.95,-0.94,-1.75,0.6,0.59
TRIP-cc14a9-2,2025-09-11 16:37:50,-1.94,-2.48,1.87,0.72,0.33
TRIP-cc14a9-2,2025-09-11 16:37:52,-2.73,-1.99,0.54,0.3,0.86
TRIP-cc14a9-2,2025-09-11 16:37:54,-2.23,1.75,-2.23,0.73,0.53
TRIP-cc14a9-2,2025-09-11 16:37:56,1.82,1.13,-0.95,1.0,0.91
TRIP-cc14a9-2,2025-09-11 16:37:58,2.12,-2.38,0.4,0.64,0.41
TRIP-cc14a9-2,2025-09-11 16:38:00,-2.81,0.97,0.72,0.85,0.44
TRIP-cc14a9-2,2025-09-11 16:38:02,-2.03,2.32,-0.17,0.28,0.84
TRIP-cc14a9-2,2025-09-11 16:38:04,2.1,2.4,2.89,0.01,0.34
TRIP-cc14a9-2,2025-09-11 16:38:06,1.37,0.63,1.27,0.23,0.2
TRIP-cc14a9-2,2025-09-11 16:38:08,-0.8,1.73,2.09,0.68,0.33
TRIP-cc14a9-2,2025-09-11 16:38:10,2.81,2.21,-1.76,0.56,0.44
TRIP-cc14a9-2,2025-09-11 16:38:12,-0.97,-2.09,-2.72,0.29,0.28
TRIP-cc14a9-2,2025-09-11 16:38:14,-2.5,-1.1,-2.87,0.31,0.79
TRIP-cc14a9-2,2025-09-11 16:38:16,-0.05,-1.18,-2.4,0.84,0.79
TRIP-cc14a9-2,2025-09-11 16:38:18,2.42,1.05,1.44,0.76,0.89
TRIP-cc14a9-2,2025-09-11 16:38:20,1.59,-0.3,-2.75,0.64,0.95
TRIP-cc14a9-2,2025-09-11 16:38:22,2.14,-1.79,2.66,0.59,0.4
TRIP-cc14a9-2,2025-09-11 16:38:24,-0.67,2.98,2.33,0.79,0.33
TRIP-cc14a9-2,2025-09-11 16:38:26,2.79,1.87,-2.9,0.27,0.06
TRIP-cc14a9-2,2025-09-11 16:38:28,-2.82,0.77,2.19,0.54,0.16
TRIP-cc14a9-2,2025-09-11 16:38:30,-0.94,-0.4,-1.43,0.52,0.89
TRIP-cc14a9-2,2025-09-11 16:38:32,-1.11,-1.8,2.88,0.5,0.15
TRIP-cc14a9-2,2025-09-11 16:38:34,-0.98,-2.43,1.32,0.3,0.99
TRIP-cc14a9-2,2025-09-11 16:38:36,-1.87,-1.86,2.3,0.17,0.63
TRIP-cc14a9-2,2025-09-11 16:38:38,-1.18,0.16,-2.49,0.55,0.83
TRIP-cc14a9-2,2025-09-11 16:38:40,-0.25,1.35,2.87,0.5,0.08
TRIP-cc14a9-2,2025-09-11 16:38:42,-0.4,1.02,2.4,0.76,0.33
TRIP-cc14a9-2,2025-09-11 16:38:44,-2.18,2.34,-2.26,0.17,0.3
TRIP-cc14a9-2,2025-09-11 16:38:46,-1.73,-1.78,-1.82,0.09,0.71
TRIP-cc14a9-2,2025-09-11 16:38:48,0.62,-2.92,0.1,0.44,0.7
TRIP-cc14a9-2,2025-09-11 16:38:50,2.63,1.71,0.12,0.65,0.94
TRIP-cc14a9-2,2025-09-11 16:38:52,-2.51,0.84,-0.52,0.97,0.5
TRIP-cc14a9-2,2025-09-11 16:38:54,-0.34,1.4,-1.19,0.12,0.45
TRIP-cc14a9-2,2025-09-11 16:38:56,2.97,1.83,1.04,0.39,0.86
TRIP-cc14a9-2,2025-09-11 16:38:58,-2.81,-1.93,-1.31,0.61,0.78
TRIP-cc14a9-2,2025-09-11 16:39:00,0.04,0.56,-0.46,0.54,0.7
TRIP-cc14a9-2,2025-09-11 16:39:02,2.33,-2.16,-2.05,0.88,0.67
TRIP-cc14a9-2,2025-09-11 16:39:04,0.35,-2.47,0.92,0.39,0.29
TRIP-cc14a9-2,2025-09-11 16:39:06,-0.5,-2.85,0.17,0.89,0.57
TRIP-51d4f2-0,2025-09-11 16:37:28,-1.9,2.94,-2.09,0.73,0.73
TRIP-51d4f2-0,2025-09-11 16:37:30,-1.99,2.08,2.27,0.46,0.83
TRIP-51d4f2-0,2025-09-11 16:37:32,0.99,2.39,2.09,0.64,0.84
TRIP-51d4f2-0,2025-09-11 16:37:34,-1.33,2.81,-1.17,0.25,0.46
TRIP-51d4f2-0,2025-09-11 16:37:36,-2.83,-1.63,-1.28,0.64,0.26
TRIP-51d4f2-0,2025-09-11 16:37:38,-0.31,-1.16,0.95,0.27,0.47
TRIP-51d4f2-0,2025-09-11 16:37:40,2.05,-0.98,2.19,0.54,0.88
TRIP-51d4f2-0,2025-09-11 16:37:42,-0.32,1.56,1.73,0.15,0.07
TRIP-51d4f2-0,2025-09-11 16:37:44,0.77,2.03,1.29,0.01,0.44
TRIP-51d4f2-0,2025-09-11 16:37:46,-1.22,-0.21,-1.51,0.47,0.84
TRIP-51d4f2-0,2025-09-11 16:37:48,-1.11,-0.14,-0.3,0.58,0.95
TRIP-51d4f2-0,2025-09-11 16:37:50,-0.14,0.15,-1.55,0.65,0.82
TRIP-51d4f2-0,2025-09-11 16:37:52,-0.33,-2.04,2.29,0.7,0.33
